일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-07-04,김천(822),O,34.2,34.2,27.9,22.4,77,O,경고,X,매우높음
2022-07-04,군위(823),O,34.2,33.9,28.2,23,77,O,경고,X,매우높음
2022-07-04,칠곡(825),O,33.7,33.6,28.7,25,74,O,경고,X,매우높음
2022-07-04,경산(827),O,33.6,34,28.7,25.3,66,O,경고,X,높음
2022-07-04,삼척(876),X,32.9,32.5,27.7,23.9,70,O,경고,X,매우높음
2022-07-04,속초(90),X,31.8,31.1,27.4,23.7,74.4,O,주의,X,매우높음
2022-07-04,삼천포(907),X,32.1,31.3,26.8,23.9,77,O,주의,X,높음
2022-07-04,고성(918),X,32.2,31.1,26.6,23.3,84,O,주의,X,보통
2022-07-04,창녕(919),O,33.1,32.4,27.9,24.8,80,O,경고,X,높음
2022-07-04,함안(920),O,33.2,32.4,27.9,23.9,77,O,주의,X,높음
2022-07-04,북춘천(93),O,34.7,34.9,27.2,23,81.9,O,경고,X,매우높음
2022-07-04,하동(932),X,32.4,31.6,27.3,24.6,79,O,주의,X,높음
2022-07-04,철원(95),X,32.7,31.6,27,22,81.5,O,주의,X,매우높음
2022-07-04,동두천(98),O,33.4,31.8,27.5,22.8,82,O,주의,X,매우높음
2022-07-04,파주(99),O,33.1,32,27.1,22.5,85.3,O,주의,X,높음
2022-07-05,북강릉(104),X,30.9,29.3,25,22.6,87.5,O,경고,X,높음
2022-07-05,동해(106),X,29.8,27.4,23.9,22.1,97,O,주의,X,매우높음
2022-07-05,서울(108),O,33.7,33.1,29.2,26.7,73.8,O,경고,O,매우높음
2022-07-05,인천(112),X,31.9,31.1,27.3,24.4,74.8,O,주의,O,높음
2022-07-05,원주(114),X,32.9,33,26.8,23.7,77.9,O,주의,X,보통
2022-07-05,울릉도(115),X,31.1,29.2,25.6,23.3,87.1,O,주의,X,높음
2022-07-05,수원(119),O,33.7,32.8,28.1,24.7,77.6,O,주의,O,매우높음
2022-07-05,영월(121),O,33.9,34.6,26.4,22.7,81.9,O,주의,X,높음
2022-07-05,충주(127),O,33.6,33.5,27.3,23.2,82,O,경고,X,매우높음
2022-07-05,서산(129),O,33.7,32.9,27,23.3,79,O,주의,X,높음
2022-07-05,울진(130),X,29.9,28.3,24.3,21.2,89.9,O,경고,X,매우높음
2022-07-05,청주(131),O,34.2,34.2,28.5,25.2,74.5,O,경고,O,매우높음
2022-07-05,대전(133),O,34,33.7,28.2,24.6,77.3,O,경고,O,매우높음
2022-07-05,추풍령(135),X,32.2,31.5,26.1,22.2,80.8,O,경고,X,보통
2022-07-05,안동(136),X,32.8,33.2,28.2,23.2,66.9,O,경고,X,매우높음
2022-07-05,상주(137),O,34.8,35,28.8,24.2,74.6,O,경고,X,매우높음
2022-07-05,포항(138),X,30,27.8,24.9,22.5,91.1,O,경고,X,매우높음
2022-07-05,군산(140),X,30.7,29.1,26.7,24.7,84.1,O,주의,X,높음
2022-07-05,대구(143),O,33.1,33,28.8,24.6,72.1,O,경고,O,높음
2022-07-05,전주(146),X,31.9,30.7,27.2,24.5,83.3,O,경고,O,높음
2022-07-05,울산(152),X,31.2,30,26.1,23.8,84.8,O,주의,X,높음
2022-07-05,창원(155),X,32.5,32,27.2,24.5,75.6,O,주의,X,높음
2022-07-05,광주(156),O,33.8,32,27.4,25.2,93.1,O,경고,O,높음
2022-07-05,부산(159),X,32.4,30.7,26.4,24.9,85.9,O,주의,X,높음
2022-07-05,통영(162),X,31,29.7,26.7,25,84.3,O,주의,X,높음
2022-07-05,목포(165),X,32.3,31.4,27.5,24.3,80.3,O,주의,O,매우높음
2022-07-05,여수(168),X,31.9,30.8,27.3,25.5,77.1,O,주의,O,높음
2022-07-05,흑산도(169),X,31.5,29.7,25.4,23.2,91.8,X, ,X,높음
2022-07-05,완도(170),O,33.8,33.1,28.3,24.6,77.3,O,주의,O,매우높음
2022-07-05,고창(172),X,32.4,31.2,27,24.2,81.1,O,주의,X,높음
2022-07-05,제주(184),X,32.3,30.9,28.2,25.6,81.6,O,주의,O,높음
2022-07-05,진주(192),O,33.9,33.7,27.4,23,78.6,O,주의,X,높음
2022-07-05,양평(202),O,33.2,32.8,27.3,24.2,77.8,O,경고,X,매우높음
2022-07-05,이천(203),O,33.9,32.9,27.5,23.7,84.3,O,경고,X,매우높음
2022-07-05,인제(211),O,33.6,34.1,27.1,23.1,75.6,O,주의,X,매우높음
2022-07-05,홍천(212),O,33.4,32.8,26,22.6,82.8,O,경고,X,높음
2022-07-05,태백(216),X,29.8,29.4,22.9,18.7,81.6,X,관심,X,매우높음
2022-07-05,정선군(217),O,33.1,34.1,27.1,22.7,68.6,O,주의,X,매우높음
2022-07-05,제천(221),X,32.5,32.5,26.8,22.9,80.6,O,경고,X,보통
2022-07-05,보은(226),X,32.1,31.8,26.3,23.2,86.1,O,주의,X,보통
2022-07-05,천안(232),O,33.3,32.5,26.9,23.2,88.1,O,주의,X,높음
2022-07-05,보령(235),X,31.7,30.8,26.5,24.1,82.4,O,주의,X,높음
2022-07-05,부여(236),O,33.5,32.4,27.8,24.3,82,O,경고,X,매우높음
2022-07-05,금산(238),X,32,30.7,26.4,22.5,85.5,O,주의,X,높음
2022-07-05,세종(239),O,34.1,33.7,27.6,23.8,81.3,O,경고,X,매우높음
2022-07-05,부안(243),X,31.1,29.8,26.8,24.5,81,O,주의,X,높음
2022-07-05,임실(244),X,31.1,29.8,25.6,22.8,87.4,O,주의,X,높음
2022-07-05,정읍(245),X,32.2,31.1,26.8,23.5,79,O,경고,X,높음
2022-07-05,남원(247),X,32.5,32.2,26.9,23.2,82.8,O,주의,X,높음
2022-07-05,장수(248),X,30.8,29.5,25.6,21.8,86.3,O,주의,X,높음
2022-07-05,영광군(252),X,31.8,30.9,27,24,81.1,O,주의,O,높음
2022-07-05,김해시(253),X,32.8,31.7,27.2,24.8,79.6,O,주의,X,보통
2022-07-05,순창군(254),O,33.3,32.7,27.5,24.3,83.4,O,경고,X,높음
2022-07-05,양산시(257),O,34,33.8,28.1,25,76.1,O,경고,X,보통
2022-07-05,강진군(259),O,33.9,33.4,27.6,24.1,82.6,O,주의,X,매우높음
2022-07-05,장흥(260),O,33.5,32.8,27.2,23.5,85.5,O,주의,X,매우높음
2022-07-05,해남(261),O,33.3,32.2,27.4,23.9,83.9,O,주의,O,매우높음
2022-07-05,고흥(262),X,32.1,31.6,26.9,22.8,78.9,O,주의,X,매우높음
2022-07-05,의령군(263),O,34.2,34.8,28.2,22.8,72.9,O,주의,X,높음
2022-07-05,함양군(264),O,33.7,34.6,27.6,22.9,76.3,O,주의,X,높음
2022-07-05,진도군ASOS(268),X,32.7,31.8,27,23.4,82.4,O,주의,X,매우높음
2022-07-05,봉화(271),X,31.3,31.3,25.1,20.5,80.1,O,경고,X,보통
2022-07-05,영주(272),X,32.8,33,27.1,22.9,80.4,O,경고,X,매우높음
2022-07-05,문경(273),O,33.3,33.2,27.7,23.6,79.5,O,경고,X,보통
2022-07-05,청송군(276),X,31.8,32.7,26.8,20.9,67.3,O,경고,X,높음
2022-07-05,영덕(277),X,32,31.8,25.3,21.3,83.3,O,경고,X,매우높음
2022-07-05,의성(278),O,33.8,34.4,28.2,23.1,73.4,O,경고,X,매우높음
2022-07-05,구미(279),O,34,34.2,27.8,24.3,76.8,O,경고,O,높음
2022-07-05,영천(281),X,32.7,32.7,26.7,22.7,78,O,경고,X,높음
2022-07-05,경주시(283),X,32.8,32.4,27.6,23.2,77.8,O,경고,X,높음
2022-07-05,거창(284),X,31.9,31.6,27.1,22.6,78.9,O,주의,X,높음
2022-07-05,합천(285),X,32.7,32.9,27.7,23.1,75.3,O,경고,X,높음
2022-07-05,밀양(288),O,33.4,34.3,28.3,23.8,70.6,O,경고,O,보통
2022-07-05,산청(289),O,33.5,33.2,27.6,23.5,79.3,O,주의,X,높음
2022-07-05,거제(294),X,32,31.1,27,24.6,79,X,관심,X,높음
2022-07-05,남해(295),X,32.7,31.7,27.1,24.2,78.9,X,관심,X,높음
2022-07-05,부천(433),X,32.7,32.4,28.2,24.7,71,O,주의,X,매우높음
2022-07-05,안양(434),X,30.2,32.4,27.5,24.8,,O,경고,O,높음
2022-07-05,광명(437),O,33.7,33.4,29,26.4,70,O,주의,O,매우높음
2022-07-05,군포(438),O,33.7,33.7,27.8,25.5,71,O,경고,O,매우높음
2022-07-05,김포(441),X,,32.4,27.6,24.7,,O,경고,X,매우높음
2022-07-05,하남(444),O,34,33.8,27.5,24.3,76,O,경고,X,매우높음
2022-07-05,의왕(445),X,,,,,,O,주의,X,매우높음
2022-07-05,포천(504),O,34.1,33.8,27.3,24.3,79,O,주의,X,매우높음
2022-07-05,가평조종(505),O,34,33.4,26.6,22.9,85,O,경고,X,매우높음
2022-07-05,안성(516),O,33.8,33,27.4,23.7,82,O,경고,X,높음
2022-07-05,간성(517),X,32.5,29.5,25.3,22.6,96,O,주의,X,매우높음
2022-07-05,평창(526),X,32.9,34.6,26.3,22.2,76,O,주의,X,매우높음
2022-07-05,의정부(532),O,34.3,32.9,27.6,24.7,89,O,주의,X,매우높음
2022-07-05,횡성(536),O,34.4,33.9,25.6,22.3,92,O,주의,X,매우높음
2022-07-05,고양(540),O,35.2,34.8,27.3,24.2,79,O,경고,X,매우높음
2022-07-05,남양주(541),O,34.4,34.2,28.2,24.6,74,O,경고,X,매우높음
2022-07-05,안산(545),O,33.8,33,26.4,22.3,83,O,주의,X,높음
2022-07-05,경기광주(546),O,33,32.6,27.2,23.9,78,O,경고,X,매우높음
2022-07-05,여주(548),X,32.8,31.8,26.8,23.4,84,O,경고,X,매우높음
2022-07-05,용인(549),X,32.6,32.8,26.7,23.6,78,O,경고,X,매우높음
2022-07-05,오산(550),X,32.9,32.7,27.3,24.1,68,O,주의,X,매우높음
2022-07-05,평택(551),O,34.3,33.8,27.8,24,76,O,경고,X,높음
2022-07-05,화천(555),O,35.6,34.9,26.5,22.5,89,O,경고,X,매우높음
2022-07-05,양구(556),O,33.6,34.5,26.5,22.7,80,O,주의,X,매우높음
2022-07-05,시흥(565),O,34,33.5,27.8,23.9,79,O,경고,X,높음
2022-07-05,구리(569),O,33.9,33.9,28.7,25.3,67,O,경고,O,매우높음
2022-07-05,화성(571),O,33.8,33.2,27.3,23.9,79,O,주의,X,높음
2022-07-05,성남(572),O,33,32.5,28.5,25.4,73,O,경고,O,매우높음
2022-07-05,과천(590),O,33.6,32.6,27.4,24.5,84,O,경고,X,매우높음
2022-07-05,양주(598),O,33.9,33.1,27.1,24.2,85,O,주의,X,매우높음
2022-07-05,단양(601),O,33.9,,,,,O,경고,X,매우높음
2022-07-05,진천(602),O,34.2,34.3,28.4,24.4,78,O,경고,X,매우높음
2022-07-05,괴산(603),O,34,33.5,27.2,23.9,83,O,경고,X,매우높음
2022-07-05,옥천(604),O,34.2,33.6,27.6,24.1,83,O,경고,O,매우높음
2022-07-05,홍북(608),O,33.6,32.6,26.2,22.6,83,O,경고,X,높음
2022-07-05,공주(612),O,33.8,33.5,27.7,23.6,82,O,경고,X,매우높음
2022-07-05,서천(614),X,30.7,29,26.5,24.5,86,O,주의,X,높음
2022-07-05,논산(615),O,33.2,32.1,27.9,24.7,80,O,주의,X,매우높음
2022-07-05,당진(616),O,33.9,32.8,26.7,23.2,81,O,주의,X,높음
2022-07-05,청양(618),O,33.2,32.2,26.7,23.2,85,O,경고,X,보통
2022-07-05,음성(619),O,33,32.1,26.5,23,84,O,경고,X,매우높음
2022-07-05,증평(623),O,33.4,32.5,27.4,23.6,86,O,경고,X,매우높음
2022-07-05,태안(627),O,34,33,26.7,23.3,84,O,주의,X,매우높음
2022-07-05,예산(628),O,33.9,32.9,26.8,24.3,88,O,주의,X,높음
2022-07-05,아산(634),O,33.7,33.1,27.4,24.2,80,O,경고,X,높음
2022-07-05,계룡(636),X,32.9,32.5,26.4,22.7,80,O,주의,X,매우높음
2022-07-05,연천청산(652),X,,,,,,O,주의,X,매우높음
2022-07-05,양양(670),X,30.4,28.8,25.4,22.5,85,O,주의,X,매우높음
2022-07-05,무안(699),X,32.7,32.2,27.2,23.6,81,O,주의,O,매우높음
2022-07-05,무주(701),X,32.3,31.3,26.6,22.9,85,O,주의,X,높음
2022-07-05,익산(702),X,32,29.6,26.8,25,90,O,경고,X,높음
2022-07-05,진안(703),X,31.2,29.5,25.4,22.4,87,O,주의,X,높음
2022-07-05,담양(706),O,34.9,33.6,28.1,24.7,88,O,경고,X,높음
2022-07-05,구례(709),O,34.1,33.9,27.4,23.7,87,O,주의,X,높음
2022-07-05,나주(710),O,34.2,33.1,27.2,23.7,88,O,경고,X,보통
2022-07-05,순천시(712),O,33.8,32.9,28.4,24.4,79,O,주의,O,높음
2022-07-05,광양읍(713),O,34.1,34.8,27.9,23.8,77,O,주의,X,높음
2022-07-05,장성(730),X,32.5,31.5,27.2,23.9,81,O,주의,X,높음
2022-07-05,영암(731),O,33.8,32.6,27.3,24.2,86,O,주의,X,매우높음
2022-07-05,보성(732),O,34.1,33.2,27.5,22.9,82,O,주의,X,높음
2022-07-05,완주(734),X,31.9,30,26.1,22.7,91,O,경고,X,높음
2022-07-05,김제(737),X,30.5,30.5,26.9,24.6,72,O,주의,O,높음
2022-07-05,화순(741),O,33.6,33.1,26.5,22.9,84,O,경고,X,보통
2022-07-05,함평(754),O,33.3,32.6,27.5,23.8,82,O,주의,X,높음
2022-07-05,곡성(768),O,34.5,33.7,27.2,23.6,85,O,주의,X,높음
2022-07-05,압해도(789),O,33.4,32.7,27.2,23.7,82,O,주의,X,매우높음
2022-07-05,영양(801),X,32.2,32.4,26.9,21.8,74,O,경고,X,높음
2022-07-05,성주(810),O,34.1,34.7,28.7,23.7,69,O,경고,O,높음
2022-07-05,고령(812),O,33,33.4,27.6,22.9,81,O,경고,X,높음
2022-07-05,청도(813),X,32.9,32.5,28,23.4,76,O,경고,X,높음
2022-07-05,예천(815),O,33.6,34,28.6,23.8,71,O,경고,X,매우높음
2022-07-05,김천(822),O,34.5,34,28,22.9,80,O,경고,O,높음
2022-07-05,군위(823),O,34.4,33.9,28.1,23.2,77,O,경고,O,높음
2022-07-05,칠곡(825),O,34.4,34.1,28.4,24.5,83,O,경고,O,높음
2022-07-05,경산(827),X,32.8,33.3,28.4,24.1,66,O,경고,X,높음
2022-07-05,삼척(876),X,31.1,30.6,25.5,22.9,81,O,경고,X,매우높음
2022-07-05,속초(90),X,31.8,29.6,25.6,23.4,87.5,O,주의,X,매우높음
2022-07-05,삼천포(907),X,32,31.1,26.6,23.7,79,O,주의,X,높음
2022-07-05,고성(918),X,32.7,31.1,27,24.2,83,O,주의,X,높음
2022-07-05,창녕(919),O,33.4,32.6,28.1,23.9,79,O,경고,X,높음
2022-07-05,함안(920),O,34.1,33.7,27.3,23.3,82,O,주의,X,높음
2022-07-05,북춘천(93),O,34.5,33.8,27.3,23.5,84.5,O,경고,X,높음
2022-07-05,하동(932),O,33.9,33.9,27.4,23.5,79,O,주의,X,높음
2022-07-05,철원(95),O,33.6,32.9,26,23.5,86.3,O,주의,X,매우높음
2022-07-05,동두천(98),O,34.3,33.2,27.2,24.2,84.3,O,주의,X,매우높음
2022-07-05,파주(99),O,34.4,33.3,26.4,23.3,90,O,경고,X,매우높음
2022-07-06,북강릉(104),X,28.6,26.4,24.2,22.3,91.4,O,주의,X,높음
2022-07-06,동해(106),X,29.1,26.4,24.2,23,96.4,O,주의,X,매우높음
2022-07-06,서울(108),O,34.1,33.3,29.5,26.2,76,O,경고,O,높음
2022-07-06,인천(112),O,33.6,33.2,29,25.2,72.5,O,주의,O,높음
2022-07-06,원주(114),X,32.9,32.7,28.5,23.9,70,O,경고,O,높음
2022-07-06,울릉도(115),X,30.4,28.3,25.4,22.6,90.4,O,주의,X,높음
2022-07-06,수원(119),O,34.6,34.5,29.6,25.1,75.9,O,주의,O,높음
2022-07-06,영월(121),O,33.4,32.5,26.9,22.7,80.4,O,주의,X,높음
2022-07-06,충주(127),O,33.7,33,28.2,22.9,78.5,O,경고,O,높음
2022-07-06,서산(129),O,34.1,34.3,28.8,23.9,74.5,O,주의,O,매우높음
2022-07-06,울진(130),X,29.1,26.9,24.7,22.8,90.4,O,주의,X,매우높음
2022-07-06,청주(131),O,34.8,35,30.3,26.2,68.5,O,경고,O,높음
2022-07-06,대전(133),O,35.1,35.4,30.1,25.5,69.3,O,경고,O,높음
2022-07-06,추풍령(135),X,32,31.1,26.6,22.3,80.6,O,경고,X,높음
2022-07-06,안동(136),O,33,32.6,27,23.1,76.9,O,경고,X,높음
2022-07-06,상주(137),O,34,33.2,28.3,24,79.4,O,경고,X,높음
2022-07-06,포항(138),X,29.2,26.7,25,23.4,93.1,O,주의,O,높음
2022-07-06,군산(140),O,34.7,34.7,29.3,24,73.1,O,주의,O,매우높음
2022-07-06,대구(143),O,34.2,33.8,28.5,25.3,81.4,O,경고,O,높음
2022-07-06,전주(146),O,34.7,34.7,29.8,25.4,69.5,O,경고,O,높음
2022-07-06,울산(152),X,31.7,29.8,26.7,24.7,87,O,주의,O,높음
2022-07-06,창원(155),X,31.9,30.8,27.4,24.7,80.6,O,주의,O,높음
2022-07-06,광주(156),O,35.1,34.5,29.1,25,84,O,경고,O,매우높음
2022-07-06,부산(159),X,32.5,30.4,27,24.5,89.8,O,주의,O,높음
2022-07-06,통영(162),X,31.6,29.7,26.6,24.6,90,O,주의,O,높음
2022-07-06,목포(165),O,33.8,33.7,29,26,75.5,O,주의,O,매우높음
2022-07-06,여수(168),X,31.5,29.6,26.9,25.1,88.3,O,주의,O,매우높음
2022-07-06,흑산도(169),X,31.1,28.9,26.1,23.2,93.3,O, ,O,매우높음
2022-07-06,완도(170),X,32.8,31.3,27.6,25.1,88.3,O,주의,O,매우높음
2022-07-06,고창(172),O,34.6,34.8,29.5,24.8,70.3,O,주의,O,매우높음
2022-07-06,제주(184),O,35.1,33.9,30.3,26.9,75.4,O,주의,O,매우높음
2022-07-06,진주(192),O,33.8,32.8,27.9,24.2,81.6,O,주의,O,높음
2022-07-06,양평(202),X,32.8,32.2,27.8,24.3,79.3,O,경고,O,높음
2022-07-06,이천(203),O,34.2,33.2,28,23.5,85.1,O,경고,O,높음
2022-07-06,인제(211),O,33,32.9,26.2,22.1,78.3,O,주의,X,높음
2022-07-06,홍천(212),O,33,32.4,27.4,22.6,76.9,O,경고,X,높음
2022-07-06,태백(216),X,29.1,27.6,23,20.6,88.5,X,관심,X,높음
2022-07-06,정선군(217),O,33.2,33.4,27.1,23.2,73.3,O,주의,X,높음
2022-07-06,제천(221),X,32.4,31.2,27,23,83.4,O,경고,X,높음
2022-07-06,보은(226),X,32.5,31.8,27.7,23.2,79.3,O,주의,X,높음
2022-07-06,천안(232),O,34.1,33.9,28.6,23.5,79.8,O,주의,X,높음
2022-07-06,보령(235),O,34.7,34.8,28.9,23.9,72.3,O,주의,O,높음
2022-07-06,부여(236),O,34.5,34.4,29.5,24.2,72.8,O,경고,O,매우높음
2022-07-06,금산(238),O,33.5,33.7,28.6,24.3,74.1,O,주의,X,높음
2022-07-06,세종(239),O,34.5,34.6,29.2,24.8,74.4,O,경고,O,높음
2022-07-06,부안(243),O,34.7,34.9,29.5,24.6,71.6,O,주의,O,매우높음
2022-07-06,임실(244),O,33.2,32.9,27.6,23.3,75.8,O,주의,X,높음
2022-07-06,정읍(245),O,34.1,34.3,29.2,24.5,69.9,O,주의,O,매우높음
2022-07-06,남원(247),O,33.7,33.8,28.6,24.1,73.8,O,주의,X,매우높음
2022-07-06,장수(248),O,33,32.7,26.8,22.6,79.5,O,주의,X,높음
2022-07-06,영광군(252),O,34.6,34.7,29.4,25,71.9,O,주의,O,매우높음
2022-07-06,김해시(253),O,33,31.5,27.3,24.6,86.6,O,주의,O,매우높음
2022-07-06,순창군(254),O,33.9,33.8,28.5,24.1,76.6,O,주의,O,매우높음
2022-07-06,양산시(257),O,34.1,33.4,28.8,24.6,77.3,O,경고,O,높음
2022-07-06,강진군(259),O,34.9,34,28.7,24.8,80.4,O,주의,O,매우높음
2022-07-06,장흥(260),X,32.5,30.9,27.9,24.7,86.5,O,주의,O,매우높음
2022-07-06,해남(261),O,33.9,32.7,28.4,25.3,83.6,O,주의,O,매우높음
2022-07-06,고흥(262),X,32.7,32,27.5,23.7,82.9,O,주의,O,매우높음
2022-07-06,의령군(263),O,34.1,33.9,28.7,23.7,74.6,O,주의,X,높음
2022-07-06,함양군(264),O,34.2,34,28.1,24.4,76.3,O,주의,X,높음
2022-07-06,진도군ASOS(268),O,33.3,32.4,28.2,24.9,80.6,O,주의,O,매우높음
2022-07-06,봉화(271),X,30.7,29.3,25.5,22.2,81.5,O,경고,X,높음
2022-07-06,영주(272),X,32.1,31.4,26.7,23.5,81.8,O,경고,X,높음
2022-07-06,문경(273),O,33,32,27,23.7,83.3,O,경고,X,높음
2022-07-06,청송군(276),X,32.1,31.7,26,23,76,O,경고,X,높음
2022-07-06,영덕(277),X,31.1,30.1,25.1,22.3,84,O,주의,X,매우높음
2022-07-06,의성(278),O,33.7,33.7,28.4,24.8,73.8,O,경고,X,높음
2022-07-06,구미(279),O,33.2,33.1,29.1,25,71.5,O,경고,O,높음
2022-07-06,영천(281),X,32.1,31.2,26.4,23.7,85.6,O,경고,X,높음
2022-07-06,경주시(283),O,33.2,32.3,27.6,24.5,80.6,O,경고,X,높음
2022-07-06,거창(284),X,32.8,32.1,26.9,24.2,82.1,O,주의,X,높음
2022-07-06,합천(285),O,33.5,33.6,28.4,23.9,72.8,O,경고,X,높음
2022-07-06,밀양(288),O,33.9,34.2,29,25.1,70.6,O,경고,O,높음
2022-07-06,산청(289),O,33.3,32.3,27.7,24.5,81.3,O,주의,O,높음
2022-07-06,거제(294),X,32.7,31.5,27.4,24.4,81.4,O,관심,O,높음
2022-07-06,남해(295),X,32.6,31.4,27.4,24.6,83.3,O,관심,O,높음
2022-07-06,부천(433),O,33.3,33.4,28.6,24.5,70,O,주의,X,높음
2022-07-06,안양(434),X,29.6,32.7,28.9,25.6,,O,경고,O,높음
2022-07-06,광명(437),O,34.6,34.7,30,25,69,O,주의,O,높음
2022-07-06,군포(438),O,33.6,34,28.8,25.4,72,O,경고,O,높음
2022-07-06,김포(441),X,,33.4,28.6,23.9,,O,경고,X,보통
2022-07-06,하남(444),O,33.1,32.4,27.7,23.7,78,O,경고,X,높음
2022-07-06,의왕(445),X,,,,,,O,주의,X,높음
2022-07-06,포천(504),O,33.3,32.5,27.4,23,82,O,주의,X,높음
2022-07-06,가평조종(505),O,33,31.6,26.9,22.3,87,O,경고,X,높음
2022-07-06,안성(516),O,34.2,34.2,29.3,24.1,76,O,경고,O,높음
2022-07-06,간성(517),X,31.2,28.1,24.9,23.3,97,O,주의,X,높음
2022-07-06,평창(526),X,32.5,32.9,27,21.9,73,O,주의,X,높음
2022-07-06,의정부(532),O,34.4,32.6,27.9,24,90,O,주의,X,높음
2022-07-06,횡성(536),O,34.3,33,27.6,22.3,87,O,경고,X,높음
2022-07-06,고양(540),O,34.8,34,28,23.5,77,O,경고,X,높음
2022-07-06,남양주(541),O,33.8,33.5,28.4,24.2,77,O,경고,O,보통
2022-07-06,안산(545),O,34.4,34.3,27.4,22.2,82,O,주의,X,높음
2022-07-06,경기광주(546),O,33.5,32.9,27.8,23.7,78,O,경고,O,높음
2022-07-06,여주(548),O,33.5,33.1,27.9,23.3,80,O,경고,O,높음
2022-07-06,용인(549),O,33.1,33.2,27.6,23.5,77,O,경고,X,높음
2022-07-06,오산(550),O,33.2,34,29,24.3,68,O,주의,X,높음
2022-07-06,평택(551),O,34.7,34.7,29.5,24.8,76,O,경고,O,높음
2022-07-06,화천(555),O,33.8,32.4,27.2,22.4,90,O,경고,X,높음
2022-07-06,양구(556),X,32.9,33.1,26.8,22.8,77,O,주의,X,높음
2022-07-06,시흥(565),O,34.8,35,28.6,23.7,80,O,경고,O,높음
2022-07-06,구리(569),O,33.9,33.6,29,25.1,70,O,경고,O,높음
2022-07-06,화성(571),O,34.6,34.7,,24.5,,O,주의,O,높음
2022-07-06,성남(572),O,33.3,32.7,28.7,25.2,75,O,경고,O,높음
2022-07-06,과천(590),O,34.1,33,28,24,85,O,경고,X,높음
2022-07-06,양주(598),O,33.5,32.7,27.7,22.9,81,O,주의,X,보통
2022-07-06,단양(601),O,33.8,33.9,28,24.1,79,O,경고,X,높음
2022-07-06,진천(602),O,34.7,35.1,29.4,24.7,76,O,경고,O,높음
2022-07-06,괴산(603),O,33.9,33.6,27.7,23,81,O,경고,X,높음
2022-07-06,옥천(604),O,34.5,34.3,29.4,25.1,75,O,경고,O,높음
2022-07-06,홍북(608),O,34.3,34.7,28.4,22.8,73,O,경고,O,매우높음
2022-07-06,공주(612),O,34.7,35.1,29.4,24.6,73,O,경고,X,높음
2022-07-06,서천(614),O,34.6,33.7,28.7,23.8,78,O,주의,O,매우높음
2022-07-06,논산(615),O,34.9,35.7,29.9,24.4,69,O,주의,O,매우높음
2022-07-06,당진(616),O,34.5,34.4,28.6,23.8,79,O,주의,O,매우높음
2022-07-06,청양(618),O,34.2,33.8,28.4,23.2,78,O,경고,O,매우높음
2022-07-06,음성(619),X,32.9,32.3,26.8,22.4,81,O,경고,X,높음
2022-07-06,증평(623),O,34.1,33.2,28.4,24,83,O,경고,O,높음
2022-07-06,태안(627),O,34.8,34.1,28.6,24.1,80,O,주의,O,매우높음
2022-07-06,예산(628),O,35,34.8,29.4,24.2,77,O,주의,O,매우높음
2022-07-06,아산(634),O,35,34.8,29.6,24.1,73,O,경고,O,높음
2022-07-06,계룡(636),O,34,34.4,27.8,22.5,74,O,주의,X,높음
2022-07-06,연천청산(652),X,,,,,,O,주의,X,보통
2022-07-06,양양(670),X,29.4,27.5,25,23.1,86,O,주의,X,높음
2022-07-06,무안(699),O,34.1,34.2,28.9,25.4,76,O,주의,O,매우높음
2022-07-06,무주(701),O,33.9,33.2,27.8,23.6,78,O,주의,X,높음
2022-07-06,익산(702),O,35.2,34,29.1,24.5,79,O,주의,O,매우높음
2022-07-06,진안(703),O,33.2,32.9,26.9,22.8,80,O,주의,X,매우높음
2022-07-06,담양(706),O,35.4,34.3,28.9,24.7,83,O,경고,O,매우높음
2022-07-06,구례(709),O,34.6,33.9,28.8,24.4,80,O,주의,O,매우높음
2022-07-06,나주(710),O,34.5,33.9,28.6,24.2,80,O,경고,O,매우높음
2022-07-06,순천시(712),O,34.1,33.1,29.3,25.4,79,O,주의,O,매우높음
2022-07-06,광양읍(713),O,33.6,33.3,28.7,24.9,77,O,주의,O,매우높음
2022-07-06,장성(730),O,34.2,34.7,28.9,24.5,73,O,주의,O,매우높음
2022-07-06,영암(731),O,34.5,33.7,28.9,25.2,77,O,주의,O,매우높음
2022-07-06,보성(732),O,33.4,32.2,28.1,24.3,84,O,주의,O,매우높음
2022-07-06,완주(734),O,34.7,34.3,28.8,23.1,76,O,경고,O,높음
2022-07-06,김제(737),X,32.5,34.4,29.5,25,57,O,주의,O,매우높음
2022-07-06,화순(741),O,34.8,34.7,28.5,23.9,76,O,경고,O,매우높음
2022-07-06,함평(754),O,34.6,34.2,28.9,24.7,78,O,주의,O,매우높음
2022-07-06,곡성(768),O,34.8,34.5,28.5,23.4,77,O,주의,O,매우높음
2022-07-06,압해도(789),O,34,34.1,28.9,25,75,O,주의,O,매우높음
2022-07-06,영양(801),X,32.3,31.6,26.1,23.5,81,O,경고,X,높음
2022-07-06,성주(810),O,34.3,35,29.4,25.5,67,O,경고,O,높음
2022-07-06,고령(812),O,33.9,34.3,28.7,23.9,78,O,경고,X,높음
